year,ccode,country,regime,duration,collapse,hypart,democracy2,party2,sftgcode,coup,coup.1,predyr,postcw,pastcoup,infantmort,slowgrowth,civconc,regdur,regfail,party,anocracy,xconst,gdp,constraint,constraint2,party2,rev_party,xconst3,,
1981,775,Myanmar,military-personal,19,0,0,0,0,MYA,0,0,1982,0,0,0.415395066,0,1,19,0,0,0,2,NA,0,0,0,1,-1,,
1981,840,Philippines,personal,9,0,0,0,0,PHI,0,0,1982,0,0,-0.236738633,0,1,9,0,0,0,2,37140164100,0,0,0,1,-1,,
1981,850,Indonesia,party-military-personal,15,0,1,0,0,INS,0,0,1982,0,0,0.382676546,0,1,15,0,1,0,2,94715163814,0,0,0,0,-1,,
1982,140,Brazil,military,18,0,0,0,0,BRA,0,0,1983,0,0,0.102038281,1,0,18,0,0,1,2,2.03E+11,0,0,0,1,-1,,
1982,360,Romania,party-personal,37,0,1,0,0,RUM,0,0,1983,0,0,-0.782024376,0,0,37,0,1,0,2,NA,0,0,0,0,-1,,
1982,484,Congo-Brz,party-military,14,0,1,0,0,CON,0,0,1983,0,0,0.760739404,0,0,14,0,1,0,2,2097274290,0,0,0,0,-1,,
1982,600,Morocco,monarchy,26,0,0,0,0,MOR,0,0,1983,0,0,0.406363324,0,1,26,0,0,0,2,13941571864,0,0,0,1,-1,,
1982,775,Myanmar,military-personal,20,0,0,0,0,MYA,0,0,1983,0,0,0.461306495,0,1,20,0,0,0,2,NA,0,0,0,1,-1,,
1982,840,Philippines,personal,10,0,0,0,0,PHI,0,0,1983,0,0,-0.220981035,0,1,10,0,0,0,2,33212130823,0,0,0,1,-1,,
1982,850,Indonesia,party-military-personal,16,0,1,0,0,INS,0,0,1983,0,0,0.39288736,1,1,16,0,1,0,2,85369201879,0,0,0,0,-1,,
1983,140,Brazil,military,19,0,0,0,0,BRA,0,0,1984,0,0,0.106278228,1,0,19,0,0,1,2,2.09E+11,0,0,0,1,-1,,
1983,360,Romania,party-personal,38,0,1,0,0,RUM,0,0,1984,0,0,-0.900518466,0,0,38,0,1,0,2,NA,0,0,0,0,-1,,
1983,471,Cameroon,party-personal,23,1,1,0,0,CAO,0,1,1984,0,0,0.390821301,0,0,23,1,1,0,2,7801858401,0,0,0,0,-1,,
1983,484,Congo-Brz,party-military,15,0,1,0,0,CON,0,0,1984,0,0,0.790441588,0,0,15,0,1,0,2,2193581366,0,0,0,0,-1,,
1983,600,Morocco,monarchy,27,0,0,0,0,MOR,0,0,1984,0,0,0.410186298,1,1,27,0,0,0,2,12751251348,0,0,0,1,-1,,
1983,775,Myanmar,military-personal,21,0,0,0,0,MYA,0,0,1984,0,0,0.489951267,0,1,21,0,0,0,2,NA,0,0,0,1,-1,,
1983,840,Philippines,personal,11,0,0,0,0,PHI,0,0,1984,0,0,-0.22233626,1,1,11,0,0,0,2,31408478618,0,0,0,1,-1,,
1983,850,Indonesia,party-military-personal,17,0,1,0,0,INS,0,0,1984,0,0,0.38586309,0,1,17,0,1,0,2,87612439197,0,0,0,0,-1,,
1984,95,Panama,military-personal,2,0,0,0,0,PAN,0,0,1985,0,0,-0.790936504,0,0,2,0,0,0,2,5.40E+09,0,0,0,1,-1,,
1984,140,Brazil,military,20,0,0,0,0,BRA,0,0,1985,0,0,0.102951787,0,0,20,0,0,1,2,2.23E+11,0,0,0,1,-1,,
1984,360,Romania,party-personal,39,0,1,0,0,RUM,0,0,1985,0,0,-0.889349868,0,0,39,0,1,0,2,NA,0,0,0,0,-1,,
1984,404,Guinea Bissau,personal,4,0,0,0,0,GNB,0,0,1985,0,1,0.912754766,0,0,4,0,0,0,2,143856252.4,0,0,0,1,-1,,
1984,471,Cameroon,personal,1,0,0,0,0,CAO,1,0,1985,0,1,0.397619856,0,1,1,0,0,0,2,8148223552,0,0,0,1,-1,,
1984,484,Congo-Brz,party-military,16,0,1,0,0,CON,0,0,1985,0,0,0.81415425,0,0,16,0,1,0,2,2160872541,0,0,0,0,-1,,
1984,530,Ethiopia,military-personal,10,0,0,0,0,ETH,0,0,1985,0,0,1.019559325,1,1,10,0,0,0,2,9307312851,0,0,0,1,-1,,
1984,600,Morocco,monarchy,28,0,0,0,0,MOR,0,0,1985,0,0,0.406430486,0,1,28,0,0,0,2,12869611448,0,0,0,1,-1,,
1984,663,Jordan,monarchy,38,0,0,0,0,JOR,0,0,1985,0,0,-0.133669379,0,0,38,0,0,0,2,4993512829,0,0,0,1,-1,,
1984,775,Myanmar,military-personal,22,0,0,0,0,MYA,0,0,1985,0,0,0.504077116,0,1,22,0,0,0,2,NA,0,0,0,1,-1,,
1984,840,Philippines,personal,12,0,0,0,0,PHI,0,0,1985,0,0,-0.231431378,1,1,12,0,0,0,2,30734266462,0,0,0,1,-1,,
1984,850,Indonesia,party-military-personal,18,0,1,0,0,INS,0,0,1985,0,0,0.371197135,0,1,18,0,1,0,2,87338874330,0,0,0,0,-1,,
1985,95,Panama,military-personal,3,0,0,0,0,PAN,0,0,1986,0,0,-0.694046381,0,0,3,0,0,0,2,5613700000,0,0,0,1,-1,,
1985,360,Romania,party-personal,40,0,1,0,0,RUM,0,0,1986,0,0,-0.776130273,1,0,40,0,1,0,2,NA,0,0,0,0,-1,,
1985,404,Guinea Bissau,personal,5,0,0,0,0,GNB,0,0,1986,0,0,0.923847939,0,0,5,0,0,0,2,130225023.3,0,0,0,1,-1,,
1985,471,Cameroon,personal,2,0,0,0,0,CAO,0,0,1986,0,1,0.395529158,0,0,2,0,0,0,2,10621157923,0,0,0,1,-1,,
1985,484,Congo-Brz,party-military,17,0,1,0,0,CON,0,0,1986,0,0,0.82530697,1,0,17,0,1,0,2,1849268215,0,0,0,0,-1,,
1985,530,Ethiopia,military-personal,11,0,0,0,0,ETH,0,0,1986,0,0,1.043049285,1,1,11,0,0,0,2,9668371823,0,0,0,1,-1,,
1985,600,Morocco,monarchy,29,0,0,0,0,MOR,0,0,1986,0,0,0.393711967,0,1,29,0,0,0,2,16994563068,0,0,0,1,-1,,
1985,663,Jordan,monarchy,39,0,0,0,0,JOR,0,0,1986,0,0,-0.159046099,0,0,39,0,0,0,2,6402001909,0,0,0,1,-1,,
1985,775,Myanmar,military-personal,23,0,0,0,0,MYA,0,0,1986,0,0,0.509134459,0,1,23,0,0,0,2,NA,0,0,0,1,-1,,
1985,840,Philippines,personal,13,0,0,0,0,PHI,0,1,1986,0,0,-0.249415921,1,1,13,0,0,0,2,29868363901,0,0,0,1,-1,,
1985,850,Indonesia,party-military-personal,19,0,1,0,0,INS,0,0,1986,0,0,0.347555654,0,1,19,0,1,0,2,80060657612,0,0,0,0,-1,,
1986,95,Panama,military-personal,4,0,0,0,0,PAN,0,0,1987,0,0,-0.779503261,0,0,4,0,0,0,2,5638300000,0,0,0,1,-1,,
1986,360,Romania,party-personal,41,0,1,0,0,RUM,0,0,1987,0,0,-0.820463177,0,0,41,0,1,0,2,38067565161,0,0,0,0,-1,,
1986,404,Guinea Bissau,personal,6,0,0,0,0,GNB,0,0,1987,0,0,0.964303509,1,0,6,0,0,0,2,173836364.4,0,0,0,1,-1,,
1986,471,Cameroon,personal,3,0,0,0,0,CAO,0,0,1987,0,1,0.424510916,0,0,3,0,0,0,2,12302473329,0,0,0,1,-1,,
1986,484,Congo-Brz,party-military,18,0,1,0,0,CON,0,0,1987,0,0,0.86928266,1,0,18,0,1,0,2,2297753649,0,0,0,0,-1,,
1986,530,Ethiopia,military-personal,12,0,0,0,0,ETH,0,0,1987,0,0,0.959517423,0,1,12,0,0,0,2,10334550109,0,0,0,1,-1,,
1986,600,Morocco,monarchy,30,0,0,0,0,MOR,0,0,1987,0,0,0.411644584,0,1,30,0,0,0,2,18745983477,0,0,0,1,-1,,
1986,663,Jordan,monarchy,40,0,0,0,0,JOR,0,0,1987,0,0,-0.153739632,0,0,40,0,0,0,2,6756417469,0,0,0,1,-1,,
1986,771,Bangladesh,personal,4,0,0,0,0,BNG,0,0,1987,0,1,0.873094003,0,1,4,0,0,1,2,23781404932,0,0,0,1,-1,,
1986,775,Myanmar,military-personal,24,0,0,0,0,MYA,0,0,1987,0,0,0.544924499,1,1,24,0,0,0,2,NA,0,0,0,1,-1,,
1986,850,Indonesia,party-military-personal,20,0,1,0,0,INS,0,0,1987,0,0,0.354604491,0,1,20,0,1,0,2,75929617715,0,0,0,0,-1,,
1987,95,Panama,military-personal,5,0,0,0,0,PAN,0,1,1988,0,0,-0.758207487,1,0,5,0,0,0,2,4874500000,0,0,0,1,-1,,
1987,360,Romania,party-personal,42,0,1,0,0,RUM,0,0,1988,0,0,-0.570334215,1,0,42,0,1,0,2,40424526826,0,0,0,0,-1,,
1987,404,Guinea Bissau,personal,7,0,0,0,0,GNB,0,0,1988,0,0,0.981342619,0,0,7,0,0,0,2,164458118.2,0,0,0,1,-1,,
1987,471,Cameroon,personal,4,0,0,0,0,CAO,0,0,1988,0,1,0.450347705,1,0,4,0,0,0,2,12493286837,0,0,0,1,-1,,
1987,484,Congo-Brz,party-military,19,0,1,0,0,CON,0,0,1988,0,0,0.89101305,1,0,19,0,1,0,2,2212536313,0,0,0,0,-1,,
1987,530,Ethiopia,military-personal,13,0,0,0,0,ETH,0,0,1988,0,0,0.982222062,0,1,13,0,0,0,2,10709191552,0,0,0,1,-1,,
1987,600,Morocco,monarchy,31,0,0,0,0,MOR,0,0,1988,0,0,0.405986621,1,1,31,0,0,0,2,22198388384,0,0,0,1,-1,,
1987,663,Jordan,monarchy,41,0,0,0,0,JOR,0,0,1988,0,0,-0.172045894,0,0,41,0,0,0,2,6277331602,0,0,0,1,-1,,
1987,771,Bangladesh,personal,5,0,0,0,0,BNG,0,0,1988,0,0,0.86861497,0,1,5,0,0,1,2,25638749373,0,0,0,1,-1,,
1987,775,Myanmar,military-personal,25,0,0,0,0,MYA,0,1,1988,0,0,0.557041496,1,1,25,0,0,0,2,NA,0,0,0,1,-1,,
1987,850,Indonesia,party-military-personal,21,0,1,0,0,INS,0,0,1988,0,0,0.338035958,0,1,21,0,1,0,2,88787623310,0,0,0,0,-1,,
1988,95,Panama,military-personal,6,0,0,0,0,PAN,1,1,1989,0,1,-0.774970951,1,0,6,0,0,0,2,4887500000,0,0,0,1,-1,,
1988,155,Chile,military-personal,15,0,0,0,0,CHL,0,0,1989,0,0,-0.887792553,0,0,15,0,0,1,2,28385038397,0,0,0,1,-1,,
1988,360,Romania,party-personal,43,0,1,0,0,RUM,0,0,1989,0,0,-0.670047786,1,0,43,0,1,0,2,41450779109,0,0,0,0,-1,,
1988,404,Guinea Bissau,personal,8,0,0,0,0,GNB,0,0,1989,0,0,0.997733315,0,0,8,0,0,0,2,213143017.5,0,0,0,1,-1,,
1988,471,Cameroon,personal,5,0,0,0,0,CAO,0,0,1989,0,1,0.475853728,1,0,5,0,0,0,2,11140057046,0,0,0,1,-1,,
1988,484,Congo-Brz,party-military,20,0,1,0,0,CON,0,0,1989,0,0,0.911525164,1,0,20,0,1,0,2,2389593022,0,0,0,0,-1,,
1988,530,Ethiopia,military-personal,14,0,0,0,0,ETH,0,1,1989,0,0,1.003879434,1,1,14,0,0,0,2,11266475310,0,0,0,1,-1,,
1988,600,Morocco,monarchy,32,0,0,0,0,MOR,0,0,1989,0,0,0.399132988,0,1,32,0,0,0,2,22847197924,0,0,0,1,-1,,
1988,663,Jordan,monarchy,42,0,0,0,0,JOR,0,0,1989,0,0,-0.191468825,1,0,42,0,0,0,2,4221121314,0,0,0,1,-1,,
1988,771,Bangladesh,personal,6,0,0,0,0,BNG,0,0,1989,0,0,0.862917155,0,1,6,0,0,1,2,26825240347,0,0,0,1,-1,,
1988,850,Indonesia,party-military-personal,22,0,1,0,0,INS,0,0,1989,0,0,0.320283424,0,1,22,0,1,0,2,1.01E+11,0,0,0,0,-1,,
1989,404,Guinea Bissau,personal,9,0,0,0,0,GNB,0,0,1990,0,0,1.044790762,0,0,9,0,0,0,2,243961995,0,0,0,1,-1,,
1989,471,Cameroon,personal,6,0,0,0,0,CAO,0,0,1990,0,0,0.533362683,1,0,6,0,0,0,2,11151578703,0,0,0,1,-1,,
1989,484,Congo-Brz,party-military,21,0,1,0,0,CON,0,0,1990,0,0,0.963178402,0,0,21,0,1,0,2,2798746051,0,0,0,0,-1,,
1989,530,Ethiopia,military-personal,15,0,0,0,0,ETH,1,0,1990,0,1,1.056689873,1,1,15,0,0,0,2,11952306257,0,0,0,1,-1,,
1989,600,Morocco,monarchy,33,0,0,0,0,MOR,0,0,1990,0,0,0.403215389,0,1,33,0,0,0,2,25820725668,0,0,0,1,-1,,
1989,700,Afghanistan,party-personal,11,0,1,0,0,AFG,0,1,1990,0,0,1.298144148,NA,1,11,0,1,0,2,NA,0,0,0,0,-1,,
1989,771,Bangladesh,personal,7,0,0,0,0,BNG,0,0,1990,0,0,0.888316121,0,1,7,0,0,1,2,30128776344,0,0,0,1,-1,,
1989,850,Indonesia,party-military-personal,23,0,1,0,0,INS,0,0,1990,0,0,0.333640133,0,1,23,0,1,0,2,1.14E+11,0,0,0,0,-1,,
1990,404,Guinea Bissau,personal,10,0,0,0,0,GNB,0,0,1991,0,0,1.069526708,0,0,10,0,0,0,2,257150572.5,0,0,0,1,-1,,
1990,471,Cameroon,personal,7,0,0,0,0,CAO,0,0,1991,0,0,0.569346073,1,0,7,0,0,0,2,12434368416,0,0,0,1,-1,,
1990,484,Congo-Brz,party-military,22,0,1,0,0,CON,0,0,1991,0,0,0.990779584,1,0,22,0,1,0,2,2724853508,0,0,0,0,-1,,
1990,530,Ethiopia,military-personal,16,0,0,0,0,ETH,0,0,1991,0,1,1.086539707,0,1,16,0,0,0,2,13217387675,0,0,0,1,-1,,
1990,600,Morocco,monarchy,34,0,0,0,0,MOR,0,0,1991,0,0,0.384203639,0,0,34,0,0,0,2,27836559831,0,0,0,1,-1,,
1990,700,Afghanistan,party-personal,12,0,1,0,0,AFG,1,0,1991,0,1,1.315693054,NA,1,12,0,1,0,2,NA,0,0,0,0,-1,,
1990,771,Bangladesh,personal,8,1,0,0,0,BNG,0,0,1991,0,0,0.890630985,0,1,8,1,0,1,2,30957444767,0,0,0,1,-1,,
1990,850,Indonesia,party-military-personal,24,0,1,0,0,INS,0,0,1991,0,0,0.324014002,0,1,24,0,1,0,2,1.28E+11,0,0,0,0,-1,,
1991,438,Guinea,personal,7,0,0,0,0,GUI,0,0,1992,1,0,0.931189336,0,0,7,0,0,1,2,3284625277,0,0,0,1,-1,,
1991,439,Burkina Faso,personal,4,0,0,0,0,BFO,0,0,1992,1,1,0.922447086,0,0,4,0,0,1,2,2240264677,0,0,0,1,-1,,
1991,471,Cameroon,personal,8,0,0,0,0,CAO,0,0,1992,1,0,0.583696474,1,0,8,0,0,0,2,11396311478,0,0,0,1,-1,,
1991,481,Gabon,party-personal,31,0,1,0,0,GAB,0,0,1992,1,0,0.481181625,0,0,31,0,1,1,2,5592390833,0,0,0,0,-1,,
1991,600,Morocco,monarchy,35,0,0,0,0,MOR,0,0,1992,1,0,0.347550731,0,0,35,0,0,0,2,28450632467,0,0,0,1,-1,,
1991,698,Oman,monarchy,250,0,0,0,0,OMA,0,0,1992,1,0,-0.391366184,0,0,250,0,0,0,2,12452275788,0,0,0,1,-1,,
1991,700,Afghanistan,party-personal,13,0,1,0,0,AFG,0,1,1992,1,1,1.309617255,NA,1,13,0,1,0,2,NA,0,0,0,0,-1,,
1991,850,Indonesia,party-military-personal,25,0,1,0,0,INS,0,0,1992,1,0,0.290888556,0,1,25,0,1,0,2,1.39E+11,0,0,0,0,-1,,
1992,438,Guinea,personal,8,0,0,0,0,GUI,0,0,1993,1,0,0.982370155,0,0,8,0,0,1,2,3279063318,0,0,0,1,-1,,
1992,439,Burkina Faso,personal,5,0,0,0,0,BFO,0,0,1993,1,0,0.978922502,1,0,5,0,0,1,2,2332018011,0,0,0,1,-1,,
1992,471,Cameroon,personal,9,0,0,0,0,CAO,0,0,1993,1,0,0.656689941,1,0,9,0,0,1,2,13532152215,0,0,0,1,-1,,
1992,481,Gabon,party-personal,32,0,1,0,0,GAB,0,0,1993,1,0,0.519208387,1,0,32,0,1,1,2,4378645081,0,0,0,0,-1,,
1992,483,Chad,personal,2,0,0,0,0,CHA,1,1,1993,1,1,0.979649312,0,1,2,0,0,1,2,1463251161,0,0,0,1,-1,,
1992,698,Oman,monarchy,251,0,0,0,0,OMA,0,0,1993,1,0,-0.35798896,0,0,251,0,0,0,2,12493108041,0,0,0,1,-1,,
1992,850,Indonesia,party-military-personal,26,0,1,0,0,INS,0,0,1993,1,0,0.314531726,0,1,26,0,1,0,2,1.58E+11,0,0,0,0,-1,,
1993,438,Guinea,personal,9,0,0,0,0,GUI,0,0,1994,1,0,0.977019256,0,0,9,0,0,1,2,3383218923,0,0,0,1,-1,,
1993,439,Burkina Faso,personal,6,0,0,0,0,BFO,0,0,1994,1,0,0.978403595,0,0,6,0,0,1,2,1895290638,0,0,0,1,-1,,
1993,461,Togo,personal,30,0,0,0,0,TOG,0,0,1994,1,1,0.670317405,1,0,30,0,0,1,2,982624332.1,0,0,0,1,-1,,
1993,471,Cameroon,personal,10,0,0,0,0,CAO,0,0,1994,1,0,0.674950231,1,0,10,0,0,1,2,9220467286,0,0,0,1,-1,,
1993,481,Gabon,party-personal,33,0,1,0,0,GAB,0,0,1994,1,0,0.502201694,0,0,33,0,1,1,2,4190819347,0,0,0,0,-1,,
1993,483,Chad,personal,3,0,0,0,0,CHA,1,0,1994,1,1,0.999574201,1,1,3,0,0,1,2,1179837964,0,0,0,1,-1,,
1993,678,Yemen,personal,15,0,0,0,0,YEM,0,0,1994,1,0,0.697919875,0,0,15,0,0,1,2,4167356037,0,0,0,1,-1,,
1993,698,Oman,monarchy,252,0,0,0,0,OMA,0,0,1994,1,0,-0.52052247,0,0,252,0,0,0,2,12918855771,0,0,0,1,-1,,
1993,850,Indonesia,party-military-personal,27,0,1,0,0,INS,0,0,1994,1,0,0.281282838,0,1,27,0,1,0,2,1.77E+11,0,0,0,0,-1,,
1994,438,Guinea,personal,10,0,0,0,0,GUI,0,0,1995,1,0,0.977883743,0,0,10,0,0,1,2,3693753379,0,0,0,1,-1,,
1994,439,Burkina Faso,personal,7,0,0,0,0,BFO,0,0,1995,1,0,0.983422883,1,0,7,0,0,1,2,2379517976,0,0,0,1,-1,,
1994,461,Togo,personal,31,0,0,0,0,TOG,0,0,1995,1,1,0.672535716,0,0,31,0,0,1,2,1309382817,0,0,0,1,-1,,
1994,471,Cameroon,personal,11,0,0,0,0,CAO,0,0,1995,1,0,0.700752728,1,0,11,0,0,1,2,8733227081,0,0,0,1,-1,,
1994,481,Gabon,party-personal,34,0,1,0,0,GAB,0,0,1995,1,0,0.491516492,0,0,34,0,1,1,2,4958845649,0,0,0,0,-1,,
1994,483,Chad,personal,4,0,0,0,0,CHA,0,0,1995,1,1,1.025678172,0,1,4,0,0,1,2,1445919895,0,0,0,1,-1,,
1994,517,Rwanda,military-personal,21,1,0,0,0,RWA,1,0,1995,1,1,1.504772469,1,1,21,1,0,0,2,1293535192,0,0,0,1,-1,,
1994,678,Yemen,personal,16,0,0,0,0,YEM,0,0,1995,1,0,0.715180502,0,1,16,0,0,1,2,4258788725,0,0,0,1,-1,,
1994,698,Oman,monarchy,253,0,0,0,0,OMA,0,0,1995,1,0,-0.439194045,0,0,253,0,0,0,2,13802600905,0,0,0,1,-1,,
1994,850,Indonesia,party-military-personal,28,0,1,0,0,INS,0,0,1995,1,0,0.246742737,0,0,28,0,1,0,2,2.02E+11,0,0,0,0,-1,,
1995,373,Azerbaijan,personal,2,0,0,0,0,AZE,1,1,1996,1,1,0.584137263,1,1,2,0,0,0,2,3176749593,0,0,0,1,-1,,
1995,439,Burkina Faso,personal,8,0,0,0,0,BFO,0,0,1996,1,0,1.006226428,0,0,8,0,0,1,2,2586550594,0,0,0,1,-1,,
1995,461,Togo,personal,32,0,0,0,0,TOG,0,0,1996,1,1,0.684819221,0,0,32,0,0,1,2,1465448204,0,0,0,1,-1,,
1995,471,Cameroon,personal,12,0,0,0,0,CAO,0,0,1996,1,0,0.74096808,0,0,12,0,0,1,2,9732338099,0,0,0,1,-1,,
1995,481,Gabon,party-personal,35,0,1,0,0,GAB,0,0,1996,1,0,0.497546186,0,0,35,0,1,1,2,5694040000,0,0,0,0,-1,,
1995,483,Chad,personal,5,0,0,0,0,CHA,0,0,1996,1,1,1.066706126,1,0,5,0,0,1,2,1607345355,0,0,0,1,-1,,
1995,517,Rwanda,party-military,1,0,1,0,0,RWA,0,0,1996,1,1,1.090589174,0,1,1,0,1,0,2,1382334879,0,0,0,0,-1,,
1995,678,Yemen,personal,17,0,0,0,0,YEM,0,0,1996,1,0,0.735269353,0,0,17,0,0,1,2,5785685311,0,0,0,1,-1,,
1995,698,Oman,monarchy,254,0,0,0,0,OMA,0,0,1996,1,0,-0.429995754,0,0,254,0,0,0,2,15277763468,0,0,0,1,-1,,
1995,705,Kazakhstan,personal,4,0,0,0,0,KZK,0,0,1996,1,0,0.225188886,1,0,4,0,0,1,2,21035357833,0,0,0,1,-1,,
1995,850,Indonesia,party-military-personal,29,0,1,0,0,INS,0,0,1996,1,0,0.226636214,0,0,29,0,1,0,2,2.27E+11,0,0,0,0,-1,,
1996,370,Belarus,personal,2,0,0,0,0,BLR,0,0,1997,1,0,-1.117537759,0,0,2,0,0,0,2,14128412417,0,0,0,1,-1,,
1996,373,Azerbaijan,personal,3,0,0,0,0,AZE,1,0,1997,1,1,0.458839292,1,1,3,0,0,0,2,3962710163,0,0,0,1,-1,,
1996,439,Burkina Faso,personal,9,0,0,0,0,BFO,0,0,1997,1,0,1.01965484,0,0,9,0,0,1,2,2447669100,0,0,0,1,-1,,
1996,461,Togo,personal,33,0,0,0,0,TOG,0,0,1997,1,0,0.694741442,0,0,33,0,0,1,2,1498950970,0,0,0,1,-1,,
1996,471,Cameroon,personal,13,0,0,0,0,CAO,0,0,1997,1,0,0.770270716,0,0,13,0,0,1,2,9840550361,0,0,0,1,-1,,
1996,481,Gabon,party-personal,36,0,1,0,0,GAB,0,0,1997,1,0,0.506428255,0,0,36,0,1,1,2,5326817111,0,0,0,0,-1,,
1996,483,Chad,personal,6,0,0,0,0,CHA,0,0,1997,1,1,1.098745241,0,0,6,0,0,1,2,1544689576,0,0,0,1,-1,,
1996,517,Rwanda,party-military,2,0,1,0,0,RWA,0,0,1997,1,1,1.02720421,0,1,2,0,1,0,2,1851558199,0,0,0,0,-1,,
1996,678,Yemen,personal,18,0,0,0,0,YEM,0,0,1997,1,0,0.746353283,0,0,18,0,0,NA,2,6839039030,0,0,0,1,-1,,
1996,698,Oman,monarchy,255,0,0,0,0,OMA,0,0,1997,1,0,-0.429689142,0,0,255,0,0,0,2,15837451381,0,0,0,1,-1,,
1996,705,Kazakhstan,personal,5,0,0,0,0,KZK,0,0,1997,1,0,0.182631751,1,0,5,0,0,1,2,22165932063,0,0,0,1,-1,,
1996,850,Indonesia,party-military-personal,30,0,1,0,0,INS,0,0,1997,1,0,0.219173442,0,0,30,0,1,0,2,2.16E+11,0,0,0,0,-1,,
1997,345,Serbia,party-personal,6,0,1,0,0,YGS,0,0,1998,1,0,-0.780027686,NA,0,6,0,1,0,2,16204161184,0,0,0,0,-1,,
1997,370,Belarus,personal,3,0,0,0,0,BLR,0,0,1998,1,0,-1.048629958,0,0,3,0,0,0,2,15222014828,0,0,0,1,-1,,
1997,373,Azerbaijan,personal,4,0,0,0,0,AZE,0,0,1998,1,1,0.53887652,0,1,4,0,0,0,2,4446396218,0,0,0,1,-1,,
1997,420,Gambia,personal,3,0,0,0,0,GAM,0,0,1998,1,1,1.072750454,0,0,3,0,0,1,2,840285268.9,0,0,0,1,-1,,
1997,439,Burkina Faso,personal,10,0,0,0,0,BFO,0,0,1998,1,0,1.086639567,0,0,10,0,0,1,2,2804902369,0,0,0,1,-1,,
1997,450,Liberia,NA,7,1,0,0,0,LBR,0,0,1998,1,1,1.735498334,0,1,7,1,0,1,2,359599999,0,0,0,1,-1,,
1997,461,Togo,personal,34,0,0,0,0,TOG,0,0,1998,1,0,0.75619092,0,0,34,0,0,1,2,1587346019,0,0,0,1,-1,,
1997,471,Cameroon,personal,14,0,0,0,0,CAO,0,0,1998,1,0,0.851156967,0,0,14,0,0,1,2,9629642600,0,0,0,1,-1,,
1997,481,Gabon,party-personal,37,0,1,0,0,GAB,0,0,1998,1,0,0.570131648,0,0,37,0,1,1,2,4483417313,0,0,0,0,-1,,
1997,483,Chad,personal,7,0,0,0,0,CHA,0,0,1998,1,1,1.184639402,0,0,7,0,0,1,2,1744794532,0,0,0,1,-1,,
1997,516,Burundi,military-personal,1,0,0,0,0,BUI,0,0,1998,1,1,0.903132266,1,1,1,0,0,1,2,893770806.1,0,0,0,1,-1,,
1997,517,Rwanda,party-military,3,0,1,0,0,RWA,0,0,1998,1,1,1.086542427,0,1,3,0,1,0,2,1989343548,0,0,0,0,-1,,
1997,678,Yemen,personal,19,0,0,0,0,YEM,0,0,1998,1,0,0.811154141,0,0,19,0,0,1,2,6325219773,0,0,0,1,-1,,
1997,698,Oman,monarchy,256,0,0,0,0,OMA,0,0,1998,1,0,-0.382550849,0,0,256,0,0,0,2,14085373243,0,0,0,1,-1,,
1997,705,Kazakhstan,personal,6,0,0,0,0,KZK,0,0,1998,1,0,0.244283338,1,0,6,0,0,1,2,22135245413,0,0,0,1,-1,,
1997,850,Indonesia,party-military-personal,31,0,1,0,0,INS,0,0,1998,1,0,0.265261567,0,1,31,0,1,0,2,95445548017,0,0,0,0,-1,,
1998,345,Serbia,party-personal,7,0,1,0,0,YGS,0,0,1999,1,0,-0.724534792,NA,1,7,0,1,0,2,17632705913,0,0,0,0,-1,,
1998,370,Belarus,personal,4,0,0,0,0,BLR,0,0,1999,1,0,-1.072533463,0,0,4,0,0,0,2,12138485329,0,0,0,1,-1,,
1998,373,Azerbaijan,personal,5,0,0,0,0,AZE,0,0,1999,1,1,0.354582893,0,0,5,0,0,0,2,4581222442,0,0,0,1,-1,,
1998,420,Gambia,personal,4,0,0,0,0,GAM,0,0,1999,1,1,1.085338533,0,0,4,0,0,1,2,814724059.8,0,0,0,1,-1,,
1998,439,Burkina Faso,personal,11,0,0,0,0,BFO,0,0,1999,1,0,1.110040985,0,0,11,0,0,1,2,3014665572,0,0,0,1,-1,,
1998,450,Liberia,personal,1,0,0,0,0,LBR,0,0,1999,1,1,1.623401763,0,0,1,0,0,1,2,441800019.4,0,0,0,1,-1,,
1998,461,Togo,personal,35,0,0,0,0,TOG,0,0,1999,1,0,0.773568748,1,0,35,0,0,1,2,1576094485,0,0,0,1,-1,,
1998,471,Cameroon,personal,15,0,0,0,0,CAO,0,0,1999,1,0,0.886380771,0,0,15,0,0,1,2,10486456218,0,0,0,1,-1,,
1998,481,Gabon,party-personal,38,0,1,0,0,GAB,0,0,1999,1,0,0.591412467,0,0,38,0,1,1,2,4662991794,0,0,0,0,-1,,
1998,483,Chad,personal,8,0,0,0,0,CHA,0,0,1999,1,0,1.227080379,0,0,8,0,0,1,2,1534673504,0,0,0,1,-1,,
1998,517,Rwanda,party-military,4,0,1,0,0,RWA,0,0,1999,1,1,1.096270892,0,1,4,0,1,0,2,1817655192,0,0,0,0,-1,,
1998,678,Yemen,personal,20,0,0,0,0,YEM,0,0,1999,1,0,0.832668955,0,0,20,0,0,1,2,7641101221,0,0,0,1,-1,,
1998,698,Oman,monarchy,257,0,0,0,0,OMA,0,0,1999,1,0,-0.378078238,0,0,257,0,0,0,2,15710148340,0,0,0,1,-1,,
1998,705,Kazakhstan,personal,7,0,0,0,0,KZK,0,0,1999,1,0,0.148826571,1,0,7,0,0,1,2,16870817135,0,0,0,1,-1,,
